Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
1006,237232,237429,3.898,3.614,1158,579
1007,237472,237887,4.030952381,3.748095238,1103,598
1008,237917,238007,4.216,3.828,1118,604
1009,238057,238147,4.062,3.77,1050,571
1010,240692,240808,4.624,4.335,879,693
1011,241049,241160,4.478333333,4.371666667,600,416
1012,241370,241444,4.55,NA,605,540
1013,241550,241620,4.6075,4.36,553,703
1014,242237,242387,4.91625,4.555,967,492
1015,242550,242626,4.845,4.3125,1262,401
1016,242690,242765,4.7425,4.215,1194,358
1017,242948,243025,4.4475,4.18,1103,391
1018,243313,243947,4.2628125,3.936875,1026,417
1019,244075,244725,4.05,3.854242424,629,159
1020,244835,245045,4.204545455,3.838181818,1076,271
1021,245087,245224,4.12,3.77,1040,326
1022,245314,245543,4.020833333,3.78,782,394
1023,245633,245783,4.0125,3.66625,980,480
1024,245808,245922,3.903333333,3.583333333,1018,520
1025,246090,246182,3.898,3.588,1124,516
1026,246452,246842,3.9755,3.6845,829,571
1027,247109,247242,NA,3.53,1468,571
1028,247346,247743,3.951,3.7235,809,550
1029,247768,248044,3.892857143,3.653571429,884,497
1030,248071,248164,NA,3.636,909,523
1031,248190,248343,3.7,3.73125,884,489
1032,248631,248821,4.243,3.908,976,469
1033,248990,249144,4.56,4.225,856,414
1034,249187,249437,4.397692308,4.053076923,1004,455
1035,251532,251781,4.590769231,4.510833333,854,180
1036,252048,252217,3.968888889,3.84,806,219
1037,252563,252659,4.232,3.956,727,249
1038,252702,252782,4.3725,3.9325,724,201
1039,252930,253038,4.256666667,NA,701,546
1040,253203,253778,4.330344828,3.933214286,877,496
1041,253805,253959,4.3525,3.825,890,528
1042,254009,254259,4.146923077,3.850769231,881,498
1043,254464,255960,4.217066667,3.894666667,838,562
1044,256121,256433,3.90625,3.584375,1024,594
1045,256862,257212,4.052222222,3.822777778,799,536
1046,258405,258878,4.512916667,4.167083333,902,390
1047,258999,259310,4.464375,4.16125,777,343
1048,259400,259591,4.554444444,4.178888889,811,625
1049,259621,259691,4.5525,4.14,773,672
1050,259898,260174,4.603571429,4.202857143,969,556
1051,260261,260351,4.664,4.384,895,301
1052,260401,260635,4.596666667,4.326666667,808,399
1053,260700,260930,4.585833333,4.231666667,959,370
1054,260984,261311,4.834117647,4.3,712,402
1055,261680,261754,4.615,4.3775,749,471
1056,261860,261935,4.8325,4.4475,950,666
1057,262199,262491,4.939333333,4.48,782,730
1058,262561,262674,5.213333333,4.531666667,755,680
1059,262956,263054,4.812,4.336,1034,634
1060,263442,263573,4.808571429,4.285714286,1139,455
1061,263862,263972,4.566666667,4.215,933,529
1062,264002,264408,4.658095238,4.183333333,936,564
1063,264637,265432,4.68975,4.2235,1144,641
1064,265456,265593,4.891428571,4.347142857,1052,596
1065,265678,265830,4.84625,4.43625,967,606
1066,265956,266253,4.852,4.44,851,555
1067,266343,266526,4.959,4.335,817,448
1068,266555,266710,4.93875,4.27625,811,424
1069,266775,266906,4.757142857,4.302857143,879,642
1070,267035,267353,4.68375,4.27375,813,457
1071,267454,267693,4.7,4.255833333,845,387
1072,267878,269390,4.760131579,4.386315789,902,491
1073,269599,269709,5.056666667,4.443333333,927,492
1074,270218,270469,4.617692308,4.261538462,903,612
1075,270495,270649,4.72875,4.3675,901,531
1076,270680,270951,4.527142857,4.237857143,889,556
1077,270974,271111,4.708571429,4.27,894,634
1078,271459,271550,NA,4.362,896,600
1079,271631,272267,4.5978125,4.249375,848,585
1080,272357,272725,4.252631579,4.016842105,829,465
1081,272853,273048,4.171,3.825,896,525
1082,273074,273189,4.1,3.846666667,877,491
1083,273211,273624,4.307142857,3.986666667,910,512
1084,273754,273986,4.6425,3.985833333,927,557
1085,274016,274127,4.711666667,4.101666667,908,562
1086,274332,274848,4.530384615,4.078076923,918,525
1087,274975,275068,4.19,3.836,937,518
1088,275234,275429,4.286,4.05,792,344
1089,275590,275687,4.132,3.864,864,574
1090,275714,275827,4.141666667,3.796666667,912,567
1091,276010,276106,4.402,3.99,1041,567
1092,276149,276365,4.422727273,4.094545455,985,553
1093,276415,276485,NA,3.8525,838,460
1094,276814,277205,4.3875,4.107,852,413
1095,277290,277525,4.245,3.925833333,1028,355
1096,277848,277926,4.32,4.005,831,483
1097,278013,278126,4.435,4.1,982,619
1098,278148,278525,4.470526316,4.098947368,966,606
1099,278615,278704,4.43,4.236,853,360
1100,278734,279278,4.490357143,4.2375,825,335
1101,279369,279440,4.585,4.23,1002,592
1102,279531,280098,4.685862069,4.345862069,986,590
1103,280309,280520,4.718181818,4.319090909,989,614
1104,280710,280779,5.0525,4.36,1023,529
1105,281348,281500,5.04625,4.59125,1063,390
1106,281529,281641,5.208333333,4.663333333,1092,354
1107,282166,282245,5.21,4.5625,1120,360
1108,282670,282822,4.95625,4.49375,1049,365
1109,282872,283275,5.14,4.612857143,1091,324
1110,283487,283922,5.299090909,4.729545455,972,423
1111,283946,284043,5.13,4.61,976,445
1112,284151,284335,5.215,4.674,1022,501
1113,284692,284802,5.211666667,4.678333333,948,476
1114,284851,285059,5.146363636,4.715454545,914,513
1115,285089,285297,4.856363636,4.5,910,580
1116,285585,285698,4.903333333,4.393333333,1105,594
1117,285745,285915,4.748888889,4.383333333,1035,626
1118,286284,286500,4.469090909,4.183636364,880,517
1119,286544,286862,4.275,3.93625,943,596
1120,287003,287314,4.24375,3.844375,877,486
1121,287525,288674,4.305344828,3.91637931,898,491
1122,288703,288993,4.321333333,3.894,881,470
1123,289043,289219,4.202222222,3.951111111,869,553
1124,289242,289372,4.35,3.974285714,858,585
1125,289441,289778,4.307058824,3.981176471,730,474
1126,290001,290111,4.431666667,3.89,838,661
1127,290209,290457,4.371538462,3.909230769,1095,598
1128,290703,290813,4.573333333,4.091666667,999,334
1129,290881,291098,4.438181818,4.090909091,859,379
1130,291265,291479,4.331818182,3.971818182,988,356
1131,291564,291695,4.402857143,4.127142857,857,336
1132,292106,292176,4.8775,4.23,821,275
1133,292267,292458,4.745,4.164,1085,522
1134,292548,292613,4.695,4.26,770,632
1135,292660,292797,4.771428571,4.162857143,838,605
1136,293261,293516,4.771538462,4.212307692,1033,566
1137,293541,293671,4.787142857,4.155714286,1037,554
1138,293980,294149,4.911428571,4.226666667,748,574
1139,294179,294256,4.945,4.2275,736,584
1140,294601,294875,4.776428571,4.188571429,1061,643
1141,295042,295117,4.755,4.2125,1041,556
1142,295225,295354,4.572857143,4.398571429,999,288
1143,295419,295893,4.377916667,4.1625,902,339
1144,295958,296094,4.57,4.28,1014,323
1145,296218,296555,4.781764706,4.389411765,1017,368
1146,297064,297336,5.096428571,4.525714286,955,528
1147,297557,298387,4.690952381,4.286904762,919,300
1148,298417,298515,4.794,4.226,955,272
1149,298596,298709,4.76,4.413333333,847,528
1150,298776,298850,4.9075,4.5225,783,530
1151,298936,299068,5.334285714,4.532857143,844,550
1152,299300,299433,4.97,4.447142857,1221,385
1153,299476,299573,4.816,4.396,1164,377
1154,299601,299813,4.725454545,4.355454545,1114,340
1155,300235,300451,4.754545455,4.421818182,850,528
1156,300504,300693,4.86,4.357,1030,541
1157,300841,300929,4.822,4.402,1191,434
1158,301198,301329,5.148571429,4.608571429,1138,334
1159,301359,301574,4.969090909,4.622727273,957,291
1160,301641,301711,5.0725,4.7175,959,201
1161,301835,301932,5.05,4.6325,960,178
1162,301975,302051,4.84,4.5475,952,228
1163,302077,302288,4.773636364,4.502727273,937,261
1164,302318,302450,5.14,4.55,963,230
1165,302479,302590,5.126666667,4.628333333,958,279
1166,302621,303273,5.059393939,4.728787879,923,295
1167,303303,303368,5.13,4.865,914,306
1168,303394,304066,5.269705882,4.946764706,929,262
1169,304155,304332,5.412222222,5.048888889,928,224
1170,304615,304687,5.2675,5.14,928,263
1171,305097,305228,5.02,4.532857143,877,442
1172,305433,305668,4.499166667,4.18,852,532
1173,305754,305885,4.255714286,3.865714286,980,556
1174,305996,306290,4.174666667,3.916666667,875,562
1175,306512,306608,4.362,3.958,1064,654
1176,306633,306887,4.407692308,4.023846154,1027,678
1177,307053,307329,4.542857143,4.080714286,1036,711
1178,307556,307649,4.506,4.068,1070,625
1179,307733,307910,4.424444444,4.167777778,853,543
1180,307977,308087,4.348333333,3.926666667,1066,576
1181,308215,308523,4.254375,4.09125,715,400
1182,308732,308846,4.261666667,3.991666667,896,670
1183,308873,309064,4.353,4.024,926,609
1184,309374,309529,4.65625,4.26875,1019,585
1185,309632,309761,4.727142857,4.504285714,996,329
1186,309858,310149,4.412,4.204666667,856,370
1187,310273,310364,4.344,4.04,993,377
1188,310390,310469,4.4425,4.07,996,324
1189,310675,310863,4.553,4.22,970,325
1190,311012,311123,4.681666667,4.323333333,934,545
1191,311191,311321,5.2,4.438571429,831,530
1192,311590,311666,4.95,4.445,889,399
1193,312077,312142,4.6475,4.0575,864,406
1194,312390,313081,4.805428571,4.265142857,836,359
1195,313568,313666,4.884,4.248,908,296
1196,313814,313904,4.618,4.168,899,383
1197,313953,314066,4.513333333,3.83,959,429
1198,314489,314566,4.48,4.03,1036,414
1199,314967,315119,4.56875,3.98,972,523
1200,315169,315520,4.498333333,4.1,976,431
1201,315570,315802,4.51,4.09,926,426
1202,315831,316025,4.678,4.134,930,389
1203,316111,316225,4.68,4.291666667,974,311
1204,316467,316802,4.666470588,4.355882353,1086,246
1205,316866,316984,4.805,4.265,1103,292
1206,317265,317340,4.92,4.2325,1161,426
1207,317685,317859,5.097777778,4.424444444,1303,328
1208,317905,318163,4.975384615,4.370769231,1270,363
1209,319387,319541,5.05625,4.44375,851,690
1210,319829,319900,5.1075,4.315,815,608
1211,319990,320379,4.6705,4.2515,913,526
1212,320449,320721,4.469285714,4.123571429,760,632
1213,320927,321177,4.403846154,4.005384615,957,523
1214,321225,321396,4.441111111,4.113333333,852,525
1215,321466,321836,4.546842105,4.197368421,814,542
1216,321963,322039,4.7425,4.27,897,431
1217,322066,322180,4.686666667,4.255,873,462
1218,322325,322773,4.622173913,4.214782609,744,520
1219,323051,323660,4.800645161,4.257096774,802,521
1220,323763,324120,4.601111111,4.15,904,423
1221,324150,324281,4.671428571,4.174285714,910,395
1222,324301,324499,4.717,4.183,913,395
1223,324523,325034,4.629615385,4.265384615,921,454
1224,325204,325434,4.5175,4.169166667,754,388
1225,325502,325792,4.288571429,3.936,815,639
1226,325921,326000,4.283333333,3.8775,1079,589
1227,326448,326580,4.834285714,4.167142857,778,603
1228,326720,326839,4.5,4.25,831,372
1229,326860,327239,4.274736842,4.036842105,814,386
1230,327302,327519,4.305454545,3.970909091,1039,371
1231,327539,327639,4.35,4.026,995,399
1232,327842,328098,4.340769231,4.064615385,1064,400
1233,328146,328257,4.328333333,4.041666667,900,439
1234,328447,328636,4.419,4.115,808,521
1235,328666,328736,4.765,4.26,812,559
1236,328819,328938,5.108333333,4.401666667,1070,556
1237,329304,329394,4.852,4.55,980,293
1238,329825,329956,4.657142857,4.112857143,1091,598
1239,330224,330676,4.756521739,4.349130435,832,563
1240,330741,330817,5.0875,4.5,983,200
1241,330860,331154,4.9,4.537333333,923,213
1242,331204,331596,4.775,4.482,1033,227
1243,331683,331874,4.813,4.44,886,168
1244,331899,332116,4.630909091,4.46,871,211
1245,332203,332276,4.76,4.315,948,512
1246,332386,332507,4.907142857,4.245714286,1048,510
1247,332837,332929,4.872,4.33,889,598
1248,332998,333070,4.695,4.3275,989,649
1249,334021,334391,4.963157895,4.63,881,288
1250,334418,334569,4.96,4.6425,897,242
1251,334619,334787,4.947777778,4.677777778,876,229
1252,334857,334927,4.865,4.6,849,276
1253,334996,335994,4.8934,4.4926,879,411
1254,336115,336187,5.0525,4.56,1322,375
1255,336295,336533,4.974166667,4.534166667,1070,396
1256,336616,336952,4.991176471,4.494705882,857,388
1257,337199,337292,5.182,4.48,1137,400
1258,337776,337865,4.97,4.59,792,484
1259,337895,337984,5.106,4.546,818,441
1260,338054,338124,4.6125,4.405,795,518
1261,338174,338244,4.7325,4.35,801,490
1262,338674,338813,4.642857143,4.454285714,817,468
1263,338840,339071,4.915833333,4.495,832,533
1264,339199,339288,4.924,4.464,957,494
1265,339473,339747,4.802857143,4.41,856,515
1266,339776,340070,4.852666667,4.540666667,799,489
1267,340113,340247,4.745714286,4.384285714,836,514
1268,340274,340566,4.304,4,895,487
1269,340616,340970,4.083888889,3.803333333,906,556
1270,341092,341369,4.478571429,3.976428571,859,561
1271,341396,341909,4.564615385,4.118846154,817,574
1272,341974,342089,4.938,4.213333333,877,519
1273,342138,342208,4.5525,4.2325,927,475
1274,342476,342630,4.96625,4.285,922,530
1275,342912,343110,4.674,4.243,700,481
1276,343195,343648,4.25173913,3.907826087,996,437
1277,343678,343749,4.155,3.8775,984,392
1278,343916,344120,4.137272727,3.88,875,676
1279,344210,344449,4.125833333,3.864166667,866,612
1280,344495,344587,4.156,3.918,871,708
1281,344793,344924,4.282857143,3.897142857,1000,653
1282,344950,345029,4.295,4.0075,957,614
1283,345118,345306,4.779,4.092,909,724
1284,345632,345725,4.634,3.958,905,622
1285,346630,346781,4.44125,4.125,984,381
1286,346851,346942,4.398,4.248,1026,283
1287,347133,347203,4.375,4.235,1099,295
1288,347230,347363,4.251428571,4.051428571,1058,328
1289,347390,347465,4.15,3.935,1037,381
1290,348032,348147,4.433333333,3.981666667,910,497
1291,348333,348465,4.471428571,4.052857143,1115,490
1292,348515,348645,4.305714286,3.978571429,1050,559
1293,349072,349187,4.512,4.098,1571,479
1294,349227,349660,4.478636364,3.957727273,1570,494
1295,349987,350386,4.454210526,4.175,781,551
1296,350548,350903,4.271764706,3.954444444,846,503
1297,351052,351183,4.3,4.005714286,813,533
1298,351331,351421,4.628,4.058,891,512
1299,351526,351824,4.751666667,4.244666667,813,537
1300,351850,352579,4.722121212,4.245135135,801,533
1301,352785,352937,4.85625,4.46125,681,419
1302,353027,353165,4.537142857,4.312857143,745,373
1303,353285,353483,4.489,4.382,1031,154
1304,353692,353979,4.79,4.408666667,1006,402
1305,354706,354783,4.6625,4.425,904,392
1306,354866,354936,4.915,4.4325,1059,427
1307,355408,355498,4.568,4.246,955,616
1308,355528,355583,4.756666667,4.21,990,654
1309,355648,356202,4.239285714,3.943571429,971,550
1310,356232,356421,4.563333333,4.138888889,945,553
1311,356548,357059,4.746153846,4.314230769,922,667
1312,357108,357779,4.513529412,4.234411765,873,551
1313,358064,358179,4.391666667,4.105,880,494
1314,358206,358513,4.49125,4.168,916,455
1315,358562,358821,4.63,4.205384615,967,382
1316,358843,359040,4.555,4.179,943,451
1317,359225,359336,4.443333333,4.061666667,841,433
1318,359366,359576,4.644545455,4.135454545,845,379
1319,359706,359776,4.77,4.3725,898,467
1320,359881,360160,4.620714286,4.213571429,810,537
1321,360264,360460,4.317,3.994,832,429
1322,360523,360675,4.4525,4.04,916,406
1323,360782,360998,4.48,4.093636364,834,514
1324,361022,361313,4.350666667,4.009333333,809,394
1325,361520,361599,4.4875,4.1,967,474
1326,361869,361939,4.54,4.1,798,388
1327,363562,363632,4.585,4.21,875,439
1328,364307,365255,4.242708333,3.951875,853,379
1329,365283,365837,4.4875,4.16,840,402
1330,365863,366047,4.649,4.305,928,368
1331,366138,366230,4.73,4.416,881,420
1332,366339,366433,4.762,4.358,784,391
1333,367444,367533,4.742,4.376,933,352
1334,368079,368173,4.514,4.228,770,435
1335,368278,368394,4.526666667,4.323333333,814,348
1336,368821,368892,4.3925,3.9925,942,469
1337,368942,369093,3.90125,3.65875,866,447
1338,369243,370095,3.692790698,3.479767442,864,404
1339,370115,370314,3.724,3.395,863,367
1340,370340,370513,3.587777778,3.367777778,869,369
1341,370562,371190,3.6021875,3.40375,907,343
1342,371219,371350,3.585714286,3.382857143,857,319
1343,371557,372411,3.575581395,3.366511628,840,414
1344,372461,372531,3.7325,3.415,913,445
1345,372635,372968,3.757647059,3.429411765,845,402
1346,372998,373067,4.1,3.455,819,322
1347,373096,373171,3.88,3.44,805,353
1348,373354,373469,3.733333333,3.391666667,1222,512
1349,373555,373651,3.67,3.416,907,504
1350,373716,374192,3.582916667,3.435416667,832,525
1351,374214,374410,3.667,3.498,859,482
1352,374475,374749,3.795714286,3.582142857,807,473
1353,375238,375371,3.875714286,3.611428571,774,460
1354,375619,375689,4.055,3.7175,961,372
1355,375738,375869,4.09,3.887142857,940,314
1356,375919,376088,4.32,4.093333333,878,362
1357,376417,376526,4.678333333,4.266666667,1248,223
1358,376854,377569,4.219444444,3.911111111,1105,281
1359,377817,377889,4.815,4.025,1136,409
1360,377991,378108,4.584,4.186666667,1448,524
1361,378435,378665,4.095,3.885833333,790,415
1362,378730,378809,3.925,3.7075,986,377
1363,379035,379502,4.31625,4.039583333,637,488
1364,379552,379923,4.379473684,4.097368421,639,527
1365,380156,381385,4.207903226,3.857666667,980,538
1366,381450,381680,4.409166667,4.044166667,969,577
1367,381749,381821,4.51,4.06,960,551
1368,382149,382226,4.915,4.0325,957,642
1369,382256,382487,4.660909091,4.0725,950,610
1370,382733,382902,4.172222222,3.715555556,912,601
1371,383271,383341,3.8725,NA,1107,633
1372,383371,383460,3.942,3.576,1115,626
1373,383550,383760,3.913636364,3.732727273,888,509
1374,383850,383962,3.923333333,3.623333333,1082,586
1375,384031,384181,3.9225,3.65875,918,530
1376,384350,384426,3.94,3.7325,946,504
1377,384490,384663,4.073333333,3.794444444,891,438
1378,384693,385506,4.025365854,3.754878049,897,431
1379,385686,385786,4.298,3.91,893,517
1380,385849,385946,4.424,4.068,754,394
1381,386186,386564,4.236315789,3.908947368,836,418
1382,386773,386942,4.285,3.88,884,615
1383,387012,387340,4.416470588,3.938235294,1115,603
1384,387429,387638,4.524545455,4.150909091,1033,325
1385,387725,388118,4.286,4.0335,860,364
1386,388188,388320,4.428571429,4.074285714,998,538
1387,388448,388518,4.545,NA,995,550
1388,388608,388722,4.758333333,4.311666667,772,544
1389,389172,389482,4.726875,4.385625,789,279
1390,389572,389761,4.434,4.042,1102,463
1391,389791,390000,4.453636364,4.022727273,1077,476
1392,390084,390159,4.3825,4.0775,826,523
1393,390208,390376,4.453333333,4.09,798,602
1394,390544,390683,4.595714286,4.148571429,1029,299
1395,390725,391002,4.447857143,4.027857143,993,327
1396,391163,391400,4.330833333,4.098333333,694,316
1397,391866,392177,NA,4.225625,756,533
1398,392304,392577,4.684285714,4.15,1021,529
1399,392902,393033,4.665714286,4.046666667,1040,540
1400,393062,393142,4.535,4.1375,1023,506
1401,393162,393241,4.625,4.2075,1035,513
1402,393324,393761,4.37,4.118181818,991,270
1403,393851,394076,4.256666667,3.943333333,999,497
1404,394143,394334,4.475,4.156,742,519
1405,394364,394455,4.49,4.158,742,536
1406,394585,394756,4.443333333,3.975555556,1031,507
1407,394785,395036,4.547692308,4.033076923,1059,578
1408,395143,395413,4.847142857,4.095,784,552
1409,395641,396256,4.588064516,4.218064516,927,350
1410,396361,396655,4.654285714,4.204666667,928,588
1411,396761,397076,4.775,4.35375,706,533
1412,397224,397337,4.955,4.296666667,861,474
1413,397483,397658,4.821111111,4.268888889,1030,548
1414,397840,397958,4.903333333,4.293333333,1095,548
1415,398125,398417,4.845333333,4.471333333,1012,413
1416,398521,400015,5.213733333,4.5876,905,409
1417,400166,400297,5.391666667,4.834285714,893,426
1418,400403,400497,5.536,4.904,880,386
1419,400558,400691,5.594285714,4.852857143,880,357
1420,400778,400937,5.19125,4.8375,879,425
1421,401262,401334,5.675,4.865,915,371
1422,401423,401493,5.82,4.8975,926,323
1423,402517,402832,4.5325,4.1575,928,610
1424,402897,403492,4.698333333,4.249333333,944,617
1425,404056,404134,4.7375,4.1475,1086,599
1426,404164,404413,4.582307692,4.106153846,1086,631
1427,404619,404690,4.7375,4.11,910,521
1428,404859,404973,4.65,4.16,851,462
1429,404998,405072,4.785,4.2,861,416
1430,405216,405305,4.59,4.024,720,314
1431,405762,405911,4.59375,3.98,944,614
1432,406282,406414,4.6,4.084285714,984,559
1433,406535,406709,4.527777778,4.24,912,328
1434,406794,406967,4.432222222,4.064444444,809,320
1435,406997,407107,4.306666667,3.978333333,823,359
1436,407557,407633,4.6175,4.225,920,601
1437,407676,407872,4.62,4.193,979,576
1438,408074,408144,4.5025,4.2925,847,524
1439,408319,408704,4.696,4.4045,984,206
1440,408781,409244,4.61375,4.176086957,1013,516
1441,409353,409552,4.833,4.356,895,522
1442,409581,409928,4.816666667,4.342222222,902,570
1443,411072,411225,4.98125,4.56,1014,369
1444,411596,411688,5.486,4.74,1166,399
1445,412373,412451,5.295,4.485,1053,205
1446,412538,412606,5.0825,4.43,1050,391
1447,412772,412870,4.962,4.554,903,534
1448,413275,413404,4.701428571,4.3,961,576
1449,413434,413608,4.836666667,4.291111111,962,551
1450,413636,413769,4.695714286,4.265714286,938,552
1451,413834,414007,4.558888889,4.243333333,902,552
1452,414031,414449,4.651428571,4.25,850,598
1453,414850,414969,4.648333333,4.261666667,816,610
1454,415033,415243,4.5,4.175454545,906,546
1455,415390,416388,4.382,4.0432,900,533
1456,416452,416626,4.85,4.141111111,1000,491
1457,416655,416785,4.964285714,4.13,996,511
1458,416810,416985,4.626666667,4.091111111,980,509
1459,417071,417327,4.663076923,4.13,917,498
1460,417373,417783,4.708095238,4.208095238,1002,542
1461,417988,418063,4.9175,4.3,926,484
1462,418333,418486,4.86875,4.23125,953,533
1463,418775,418944,4.55,4.148888889,827,339
1464,419034,419405,4.392105263,4.007368421,842,564
1465,419934,420244,4.684375,4.211875,1017,545
1466,420491,420602,4.556666667,4.173333333,854,266
1467,420833,421205,4.521052632,4.192631579,1023,309
1468,421286,421543,4.446923077,4.136923077,757,381
1469,421607,421704,4.466,4.122,789,588
1470,421726,421860,4.548571429,4.097142857,758,561
1471,422010,422080,4.4725,4.0475,985,548
1472,422828,423700,4.313636364,3.959545455,841,365
1473,423765,423919,4.67875,4.097142857,653,280
1474,424189,424340,4.75875,4.25125,664,379
1475,424448,424521,4.8775,4.345,806,616
1476,424569,424641,4.8625,4.3275,732,617
1477,424809,424963,4.85625,4.30125,792,612
1478,425365,425455,4.606,4.116,1063,547
1479,425505,425636,4.577142857,4.165714286,1007,497
1480,425745,425861,4.595,4.183333333,1168,505
1481,425964,426301,4.7,4.239411765,948,467
1482,426324,426479,4.69875,4.24125,957,458
1483,426584,426660,4.8475,4.41,1016,482
1484,426724,426876,4.935714286,4.2125,1042,487
1485,426945,427095,5.031428571,4.26375,1047,409
1486,427145,427596,5.035652174,4.114347826,1041,443
1487,427626,427997,5.267894737,4.336842105,1026,440
1488,428027,428377,5.153333333,4.349444444,1031,473
1489,428448,428538,5.234,4.36,1042,498
1490,428567,428698,5.098571429,4.448571429,1014,522
1491,429202,429678,4.795833333,4.310416667,965,676
1492,429982,430058,4.9775,4.345,962,638
1493,430082,430373,4.961428571,4.479333333,926,610
1494,430405,430800,4.735,4.35,888,621
1495,430861,431012,4.94875,4.365,884,619
1496,431141,431293,NA,4.4275,957,620
1497,431323,431394,4.89,4.43,883,555
1498,431485,431676,5.046,4.504,876,458
1499,431703,431937,5.128333333,4.573333333,893,512
1500,432206,432475,4.85,4.495,1300,614
1501,432585,432998,4.563333333,4.226666667,879,533
1502,433246,433554,4.84,4.289375,917,483
1503,433723,433913,4.604,4.244,759,313
1504,434002,434116,4.674,4.071666667,828,586
1505,434159,434293,4.297142857,3.89,896,581
1506,434404,434495,4.368,3.974,941,567
1507,434939,435217,4.617857143,4.161428571,934,569
1508,435282,435532,4.357692308,4.080833333,799,576
1509,435821,436091,4.409285714,4.031538462,807,405
1510,436158,436336,4.45,4.072222222,975,321
1511,436405,436633,4.370833333,4.138333333,705,305
1512,436663,436872,4.458181818,4.178,736,295
1513,436958,437176,4.470909091,4.164,866,275
1514,437282,437732,4.573478261,4.104782609,1001,525
1515,438017,438254,4.928333333,4.179166667,898,496
1516,438280,438354,4.8625,4.275,889,515
1517,438422,438495,4.685,4.26,841,328
1518,438717,438993,4.368571429,4.116428571,802,306
1519,439438,439592,4.69625,4.235714286,1015,459
1520,439738,439834,4.98,4.366,902,441
1521,440059,440155,5.084,4.308,903,440
1522,440437,440588,4.7825,4.245,730,229
1523,440618,440694,4.545,4.15,738,269
1524,440737,440828,4.462,4.2,787,312
1525,440899,441370,4.62375,4.206666667,946,340
1526,441435,441511,4.6075,3.5775,950,478
1527,442054,442271,4.771818182,3.865454545,1207,632
1528,442301,442389,4.922,3.798,1232,608
1529,442576,442745,4.796666667,4.22,971,685
1530,443198,443292,4.916,4.296,967,370
1531,443316,443392,4.94,4.27,979,361
1532,443715,443873,5.3925,4.39,1004,594
1533,443893,443963,5.495,4.5225,996,617
1534,444296,444527,5.134166667,4.318,919,481
1535,444838,444971,5.058571429,4.395714286,911,428
1536,445036,445109,5.35,4.305,1306,327
1537,445394,445506,5.211666667,4.526666667,879,390
1538,445734,445806,4.9025,4.4925,853,525
1539,445853,445947,4.81,4.394,932,587
1540,446196,446290,4.67,4.284,886,625
1541,446379,446569,4.766,4.25,723,629
1542,446778,447309,5.052962963,4.344615385,695,547
1543,447354,447429,5.2025,4.3375,708,504
1544,447731,447881,4.98875,4.38125,998,556
1545,447952,448024,4.89,4.4,1047,558
1546,448072,448210,4.922857143,4.438571429,1023,496
1547,448231,448308,4.845,4.375,824,451
1548,448431,448526,4.872,4.198,832,336
1549,448690,448808,4.63,3.913333333,851,364
1550,448830,449189,4.838333333,4.212222222,840,385
1551,449270,449408,4.82,4.175714286,772,656
1552,449613,449907,4.936923077,4.176,835,523
1553,449934,450166,5.23625,4.288333333,960,616
1554,450191,450288,5.1175,4.314,821,475
1555,450493,450606,5.3025,4.385,944,601
1556,450655,450845,5.052,4.418,818,503
1557,450894,450985,5.168,4.44,911,442
1558,451613,451707,4.818,4.336,727,661
1559,451951,452087,4.498571429,4.041428571,1008,590
1652,489431,489544,4.558333333,4.106666667,1059,590
1653,489772,489863,4.51,4.124,1137,475
1654,489950,490399,4.768695652,4.369130435,895,707
1655,490588,490745,4.94125,4.48,1009,495
1656,490950,491141,4.987,4.647,899,452
1657,491889,491965,4.68,4.2925,566,338
1658,491985,492065,4.545,4.1025,592,312
1659,492093,492642,4.527857143,4.188571429,652,304
1660,492672,492782,4.583333333,3.988333333,584,330
1661,492826,493042,4.598181818,4.2,628,377
1662,493086,493317,4.748333333,4.1525,587,292
1663,493347,494140,4.71975,4.22,611,348
1664,494205,494538,4.651176471,4.140833333,571,277
1665,495407,495520,4.558333333,4.183333333,1082,604
1666,495726,496062,4.2925,3.964117647,510,465
1667,496606,496822,4.293636364,3.971818182,583,491
1668,496910,497199,4.281333333,3.934,641,508
1669,497268,497557,4.280666667,3.912,887,646
1670,498144,498260,4.551666667,4.226666667,848,408
1671,498411,498574,4.706666667,4.513333333,616,344
1672,499762,499835,4.79,4.4275,867,689
1673,500544,500633,4.212,3.976,697,582
1674,500740,500914,4.2,4.013333333,722,564
1675,500944,501154,4.305454545,4.016363636,735,519
1676,501623,502192,4.549655172,4.138275862,1141,603
1677,502261,502539,4.648571429,4.265,1138,583
1678,502680,502777,4.716,4.412,1021,170
1679,502801,502874,4.72,4.405,1030,161
1680,502900,503015,4.64,4.355,1070,140
1681,503319,503457,4.488571429,4.214285714,621,484
1682,503525,504156,4.6090625,4.2371875,871,538
1683,504200,504652,4.94,4.442173913,850,698
1684,504682,504792,5.166666667,4.566666667,873,682
1685,504822,504974,5.37875,4.655,900,629
1686,505082,505314,5.1225,4.6075,885,413
1687,506406,506576,4.706666667,4.428888889,699,404
1688,506646,506835,4.792,4.464,704,579
1689,507219,507294,4.84,4.4125,1271,27
1690,507638,507769,4.565714286,4.065714286,1157,424
1691,508199,508335,4.36,3.935714286,1161,391
1692,508545,508615,4.275,3.825,1145,442
1693,508804,509215,4.240952381,3.836190476,1115,389
1694,509237,509572,4.101764706,3.785882353,1083,419
